번호,작가,작품명,제작연도,재료,규격,부문,관리번호,작품 설명,작품이미지,이미지
11.0,파블로 피카소 Pablo PICASSO,작은 얀의 얼굴,1963,"적토, 화장토 장식, 나이프 각인",27×16×13,공예,10394.0,"파블로 피카소(Pablo Picasso, 1881–1973)는 스페인 말라가(Málaga)에서 태어나 미술 교사인 아버지에게 일곱살까지 미술 교육을 받고, 바르셀로나와 마드리드 미술학교를 거치며 일찌감치 아카데믹한 화풍으로 뛰어난 기량을 보였다. 1904년 파리로 건너가 영구 정착하였으며, 무쟁(Mougins)에서 사망하기까지 프랑스를 주 무대로 활동하면서 전 생애에 걸친 왕성한 창작활동을 펼쳤다. 가난과 우울, 내면의 고통을 청색의 단색조로 형상화하던 청색 시대(1901–1904)와 감상적인 주제와 색조의 장밋빛 시대(1904–1906)를 지나, 폴 세잔(Paul Cézanne, 1839-1906)과 원시미술의 영향을 받은 〈아비뇽의 여인들(Les Demoiselles d'Avignon)〉(1906–1907)을 통해 혁명적 화풍의 시작을 알렸다. 조르주 브라크(Georges Braque, 1882-1963)와 공동 창시한 큐비즘(1909–1919)을 통해 20세기의 새로운 조형 언어를 선보였으며 이후 신고전주 의와 초현실주의적 요소를 활용해 방대한 양의 회화, 조각, 드로잉, 판화, 공예 작품을 제작하였다. 또한 1937년에 제작한 〈게르니카(Guernica)〉를 통해 역사화를 부활시켰다. 피카소는 다양한 재료의 효과와 재질감의 대비로부터 나오는 표현성을 보편화시키고, 콜라주나 아상블라주와 같은 당대 혁신적인 조형 작업을 선보이며 장르 불문의 새로운 시각예술 언어를 제시하였다. 그는 인물 초상, 사생활의 소산, 생의 희비극, 정치적 메시지, 대담하고 우아한 에로티시즘 등 다양한 주제를 망라했다.


〈작은 얀의 얼굴〉은 적토로 만든 손잡이 있는 주전자에 검은색 화장토로 문양을 장식한 도자 작품으로, 색과 형태가 고대 그리스의 도예품을 연상시킨다. 주전자의 중앙 부분에는 둥근 원에 눈코입을 그려 넣어 완성한 다섯 개의 얼굴이 연속적으로 그려져 테두리를 이루고 있으며, 손 잡이와 하단부에는 반복적인 가로의 줄무늬로 이루어진 문양이 반복적으로 나타난다. 단순한 선 과 원으로만 표현되었지만 그 표정에서는 어린이 특유의 장난기가 드러난다.",1.0,11.jpg
12.0,파블로 피카소 Pablo PICASSO,얼굴과 부엉이,1958,"백토, 화장토 장식, 나이프 각인, 부분 유약 시유",25×21×20,공예,10398.0,"파블로 피카소(Pablo Picasso, 1881–1973)는 스페인 말라가(Málaga)에서 태어나 미술 교사인 아버지에게 일곱살까지 미술 교육을 받고, 바르셀로나와 마드리드 미술학교를 거치며 일찌감치 아카데믹한 화풍으로 뛰어난 기량을 보였다. 1904년 파리로 건너가 영구 정착하였으며, 무쟁(Mougins)에서 사망하기까지 프랑스를 주 무대로 활동하면서 전 생애에 걸친 왕성한 창작활동을 펼쳤다. 가난과 우울, 내면의 고통을 청색의 단색조로 형상화하던 청색 시대(1901–1904)와 감상적인 주제와 색조의 장밋빛 시대(1904–1906)를 지나, 폴 세잔(Paul Cézanne, 1839-1906)과 원시미술의 영향을 받은 〈아비뇽의 여인들(Les Demoiselles d'Avignon)〉(1906–1907)을 통해 혁명적 화풍의 시작을 알렸다. 조르주 브라크(Georges Braque, 1882-1963)와 공동 창시한 큐비즘(1909–1919)을 통해 20세기의 새로운 조형 언어를 선보였으며 이후 신고전주 의와 초현실주의적 요소를 활용해 방대한 양의 회화, 조각, 드로잉, 판화, 공예 작품을 제작하였다. 또한 1937년에 제작한 〈게르니카(Guernica)〉를 통해 역사화를 부활시켰다. 피카소는 다양한 재료의 효과와 재질감의 대비로부터 나오는 표현성을 보편화시키고, 콜라주나 아상블라주와 같은 당대 혁신적인 조형 작업을 선보이며 장르 불문의 새로운 시각예술 언어를 제시하였다. 그는 인물 초상, 사생활의 소산, 생의 희비극, 정치적 메시지, 대담하고 우아한 에로티시즘 등 다양한 주제를 망라했다.


〈얼굴과 부엉이〉는 피카소의 도자 작품에 자주 등장하는 ‘얼굴’과 ‘부엉이’의 모티프를 모두 담아낸 작품으로, 한쪽 면에는 얼굴을, 다른 한쪽에는 부엉이의 모습을 추상적으로 표현했다. 부엉이의 눈과 발 부분을 묘사하는 예리하게 새긴 선, 얼굴 부분 표면에 독특한 질감을 더하는 다수의 음각 선과 눈코입 표현에서 두드러지는 거친 붓질 느낌의 화장토 장식의 조화가 인상적이다. 새를 좋아하던 피카소는 도예 작품에도 비둘기와 올빼미, 부엉이 등과 같은 새의 모습을 다채로운 방식으로 담아냈는데, 이 작품의 경우 어린아이가 그린 듯한 단순하고 추상적인 표현과 절제된 색감이 특징적이다.

",1.0,12.jpg
13.0,김정숙 a KIM Chungsook a,키스,1956,인조석,"53.5×23.5×12, 좌대: 8×33×31.5",조각ㆍ설치,9240.0,"김정숙(金貞淑, 1917-1991)은 조각가 윤효중에게 사사했고, 두 차례에 걸쳐 3년간 미국에서 유학했다. 1955년에 미국으로 처음 건너가 추상 조각을 배우며 석조, 용접, 테라조 등 다양한 조각방식을 수용했다. 1956년에 귀국하여 1957년부터 홍익대학교에서 교수로 재직했다. 1958년에 다시 미국으로 가서 산업디자인과 칠보(enameling)를 수학하고 1959년에 귀국했다. 《대한민국미술전람회》에 여러 차례 출품했으며, 1963년부터는 심사위원을 맡았다. 1974년에는 윤영자(1924-2016)와 함께 주축이 되어 한국여류조각가협회를 설립하며 활발한 활동을 했다. 김정숙은 청동, 대리석, 나무, 금속 등 다양한 재료를 사용하여 주로 사랑과 생명을 주제로 형태를 단순화하여 표현했다.


〈키스〉는 서로 얼굴을 맞댄 두 인물의 입맞춤을 표현한 작품으로, 직사각 형태에 가까운 기다란 두 돌이 주는 양감과 간결한 선적 묘사의 조화가 돋보인다. 두상의 크기와 선의 느낌에 미묘한 변주를 주어 남녀를 달리 표현했다. 하나의 덩어리처럼 밀착된 두 얼굴은 연인의 친밀감과 애정을 표현하고, 인조석의 부드러운 질감은 따뜻함을 더한다. 브랑쿠시(Brancusi)의 ‘키스’ 연작과의 연관성도 논의되곤 하지만, 김정숙의 조각은 곡선의 우아함을 강조하고 세부 묘사는 최소화하며 재료와 형태의 본질에 더 다가가고자 했다. 〈키스〉는 이후 대리석과 석고로 다시 제작되기도 했다.

",1.0,13.jpg
14.0,김정숙 a KIM Chungsook a,비상(飛上) C,1976,청동,"46×121×27, 좌대: 41×39.5×25.5
",조각ㆍ설치,9243.0,"김정숙(金貞淑, 1917-1991)은 조각가 윤효중에게 사사했고, 두 차례에 걸쳐 3년간 미국에서 유학했다. 1955년에 미국으로 처음 건너가 추상 조각을 배우며 석조, 용접, 테라조 등 다양한 조각방식을 수용했다. 1956년에 귀국하여 1957년부터 홍익대학교에서 교수로 재직했다. 1958년에 다시 미국으로 가서 산업디자인과 칠보(enameling)를 수학하고 1959년에 귀국했다. 《대한민국미술전람회》에 여러 차례 출품했으며, 1963년부터는 심사 위원을 맡았다. 1974년에는 윤영자(1924-2016)와 함께 주축이 되어 한국여류조각가협회를 설립하며 활발한 활동을 했다. 김정숙은 청동, 대리석, 나무, 금속 등 다양한 재료를 사용하여 주로 사랑과 생명을 주제로 형태를 단순화하여 표현했다.

김정숙의 후기 주요 작업 중 하나인 '비상(飛翔)' 연작은 1970년대에 발표되어 작가가 작고하기 전까지 지속적으로 제작되었다. 김정숙은 '비상' 연작에 대해 다음과 같이 말했다. “새의 날개를 작품화하게 된 동기는 나의 심리상태랄까 내 잠재의식이 나도 모르게 구현되어 나온 것이라고 봐요. 여성으로서 사회 일선에서 전문가로 일한다는 것, 더욱이 남성들과 대등히 일한다는 것이 너무 힘들었다는 것을 절실히 느꼈어요. 그래서 훌훌 벗고 속 시원하게 날고 싶다는 생각이 절실해졌고, 그것이 날개란 모티프로 반영되어 나오지 않았나 생각합니다.”


〈비상 C〉는 김정숙의 청동 조각으로, 좌우로 뻗은 마름모꼴의 형태와 바깥쪽에서 안쪽으로, 위에서 아래로 순환하는 듯한 곡선의 흐름, 중앙부에 생성된 보이드(void)의 공간이 세련된 균형감을 이룬다. 형태적으로는 비슷한 시기의 '꼬임' 연작이나 〈생 이전〉(1968)을 연상시키지만, 좌우대칭, 돌출된 점 하나에 무게 중심을 둔 형태 등은 이 작품을 이후 본격적으로 전개된 ‘비상’ 연작의 신호탄으로 읽힌다. 생명과 자연의 원형을 담아내고자 한 1970년대의 조각과, 새 날개의 추상화를 통해 자유와 초월, 이상향에 대한 염원 등을 담아낸 1980년대의 ‘비상’ 연작 을 잇는 작품이라 할 수 있다.

",1.0,14.jpg
15.0,박상옥 PARK Sangok,유동(遊童),1940,"캔버스에 유화 물감
",96.5×129,회화 II,9410.0,"박상옥(朴商玉, 1915-1968)은 서울에서 출생하여 1936년 경성제1고등보통학교를 졸업 후, 1939년에 일본으로 건너가 데이코쿠미술학교(帝国美術学校)에서 서양화를 공부했다. 재학 시절부터 《조선미술전람회》와 《니카텐二科展》에 그림을 출품하며 전시 경험을 쌓던 박상옥은 사범과 과정을 마치고 1942년 귀국하여 대구사범학교, 이화여대, 경기고등학교 등에서 학생들을 교육했다. 그리고 1954년 제3회 《대한민국미술전람회》 서양화부에서 작품 〈한일閑日〉로 대통령상을 받으면서 국내 화단에 이름을 알렸다. 그 후로 《대한민국미술전람회》 심사위원과 초대 작가로 활발히 활동하며 1958년엔 《대한민국미술전람회》 중심의 사실주의 계열의 작가들과 모여 목우회(木友會)를 결성했다.

〈유동(遊童)〉은 작가가 데이코쿠미술학교에서 공부할 때인 1940년에 제작한 작품이다. ‘노는 아이들’ 이라는 의미의 제목처럼 화면에는 색색의 한복을 차려입은 아이들이 신발을 고쳐 신으며 ‘입춘대길’이라 적힌 대문을 나서는 모습을 묘사하고 있다. 제각기 다른 동작과 시선으로 어수선한 풍경을 이루는데, 상단을 가로지르는 지붕의 굴곡과 아이들의 발끝이 미묘한 평행을 이루도록 배치되어 있어 구도상의 안정감을 보완해 주고 있다. 건성 재료로 소묘하듯이 세밀하게 붓질을 쌓아 형태와 명암을 강조하는 방식에서 인체 데생을 위주로 편성된 데이코쿠미술학교 기초 교육과정의 영향을 엿볼 수 있다.

",1.0,15.jpg
16.0,박생광 PARK Saengkwang,백로,1955,"종이에 먹, 색
",135.5×67,"회화 I
",9414.0,"내고(乃古) 박생광(朴生光, 1904-1985)은 1920년에 일본으로 건너가 다치카와세이운미술학원(立川酸雲美術学院)에서 3년간 수학한 후 교토시립회화전문학교(京都市立絵画専門学校)에 입학하여 일본화를 공부했다. 일본에서 메이로미술전(明朗美術展), 신미술인협회전(新美術人協会展), 일본미술원전(日本美術院展) 등에 출품하며 일본 화단에서 활발히 활동했다. 1945년 귀국 후 한국화 단체인 백양회(白陽會) 창립에 참여했으나, 광복 후 국내 화단은 일본화풍에 거부감이 있었기 때문에 그의 채색화가 외면받기도 했다. 1974년에 다시 일본으로 가서 작품 활동을 했으며, 1977년 귀국한 후에는 감청(紺靑), 주(朱), 황(黃)을 주조로 한 한국적 색채를 사용하여 불교와 민속적인 소재를 다루며 자신만의 독자적인 화풍을 이루었다.
<백로>는 박생광이 1945년 일본에서 귀국한 후 고향 진주에 머물던 시기에 제작한 작품이다. 그는 풍부한 수묵의 농담을 활용해 세 마리의 백로를 그리고 화면을 조화롭게 구성했다. 광복 후 국내 화단은 일제 잔재의 청산과 민족주의 정서의 팽배로 인해 일본화를 배우고 돌아온 유학생들이 수묵으로의 급전환을 시도하던 때였다. 박생광 역시 이 시기에 묵담채의 화조화류 작품들을 종종 선보였는데, 이 작품이 그러한 예이다. 그러나 이는 그가 화단의 시대적 조류에 부합했다기보다 자신의 입장을 돌아보고 방향성을 모색하며 나타난 여러 경향 가운데 하나였다. 이후 1950년대 후반부터 색면을 강조하거나 전통적인 모티프를 활용하는 등 다양한 시도가 이어졌다.",1.0,16.jpg
17.0,이종상 LEE Jongsang,허수아비,1981,"종이에 먹, 색",52.3×44.8,"회화 I
",9994.0,"일랑(一浪) 이종상(李鍾祥, 1938-)은 서울대학교 미술대학 회화과에 입학하여 재학 중이던 1961년, 1962년 《제10회, 제11회 대한민국미술전람회》에서 연달아 특선을 받았다. 1964년부터 국전의 추천작가가 되었으며, 1968년부터는 서울대학교 동양화과 교수로 재직하며 후진을 양성했다. 이종상은 1960년대 전반 노동 현장을 소재로 한 구상화를 제작했으나, 1960년대 후반부터는 추상화 작업으로 이행했다. 특히 1960년대 후반에서 1970년대 후반까지 벽화에 관심을 가져 전통 벽화를 현대적인 미감으로 재해석했다. 이외에도 겸재 정선의 진경산수 정신성을 연구해, 한국의 풍광을 호방한 스케일과 즉흥적인 필세로 표현했다.


<허수아비>는 해가 저물어 황금빛으로 변하는 들판에 허수아비가 서 있는 장면을 담은 작품이다. 참새를 내쫓는 용도의 허수아비는 오히려 인자한 웃음을 머금은 채 새들에게 쉴 곳을 내어주고 있다. 허수아비 뒤편의 인물들은 휘파람을 불고 지팡이를 하늘을 향해 치켜들며 새를 내쫓으려 하고 있다. 사투를 벌이는 농민과 너그러운 허수아비의 모습이 대조되어 익살스러우면서도 정겹게 표현되었다. 작가는 세부적인 묘사는 생략하고 황토색 계열의 따뜻한 색채로 향토적인 서정성을 담아내며, 한국의 농촌 풍경을 낭만적으로 표현했다.

",1.0,17.jpg
18.0,이준 LEE Joon,점두 (店頭 ),1957,"패널에 유화 물감
",96.6×138.7,회화 II,9998.0,"남사(藍史) 이준(李俊, 1919-2021)은 경상남도 남해에서 출생하여, 1934년에 일본으로 건너가 1939년부터 다이헤이요미술학교(太平洋美術学校) 서양화과에서 수학했다. 1945년 광복 후 귀국하여 경상남도 마산에서 활동하였다. 1949년 《제1회 대한민국미술전람회(약칭 국전)》부터 꾸준히 출품하였으며, 1953년 《제2회 국전》에서는 최고상인 대통령상을 수상했다. 1954년부터 이화여자대학교 미술학부 교수로 재직했고, 1962년에는 유영국, 이대원, 이봉상 등과 함께 신상회를 창립하였다. 1967년 제9회 상파울루비엔날레에 출품한 바 있으며, 1987년 서울특별시 문화상, 1994년 오지호미술상 등을 받았다. 이준은 1950년대까지 구상적인 작품을 제작했으나, 1960년대에 앵포르멜 경향의 추상 회화를 시도했으며 1970년대에 이르러 선과 면으로 이루어진 추상화를 작업하였다.


 <점두(店頭)>는 상점들의 진열장을 바라보는 두 여인의 모습을 그린 작품이다. 어두운 색조로 인물의 피부를 칠하고, 여인이 입고 있는 옷은 청색과 적색 등의 색채 대비를 활용하는 등 단순화된 화면 구성을 확인할 수 있다. 한편 진열장의 영문과 상점의 우산, 새장과 같은 진열 상품, 인물들이 착용한 서양식 의복과 장신구는 이국적인 분위기를 자아낸다. 이 작품이 제작된 1950년대에는 한국전쟁 후 미국의 원조를 통해 ‘양품(洋品)’이라고 지칭되던 외제 물건들이 수입되었고, 백화점을 비롯해 소규모의 양품점들이 개점되며 호황을 누렸다. 이 그림에 등장하는 인물과 소품, 배경은 당대의 이러한 시대상을 반영한다. 이 그림은 1957년 《제6회 국전》에서 무감사 특선을 한 작품이다.",1.0,18.jpg
19.0,한봉호 HAN Bongho,갯벌의 여인들,연도미상,캔버스에 유화 물감,112×145.3,회화 II,10475.0,"한봉호(韓奉浩, 1921-2016)는 평안북도 의주 출생으로 일본으로 건너가 오랜 기간 일본 화단에서 활동하며, 1980년 일본현대미술전람회에서 일본내각총리대신상, 1982년 일본현대미술전람회 대상, 1991년 일본 이원전(二元展)에서는 일본문부대신상을 수상했다. 그는 국내보다는 유럽과 일본을 중심으로 활동했으며, 스페인 마드리드 등을 여행하고 제작한 플라멩코(flamenco) 춤을 추는 모습을 그린 ‘플라멩코’ 연작이 대표적이다. 그의 작품은 강렬한 필치, 표현주의적인 색채, 율동감이 두드러지는 특징을 보인다.

 <갯벌의 여인들>은 갯벌을 배경으로 노동하는 여인 군상을 그린 작품이다. 한봉호는 ‘갯벌의 여인들’이라는 제목으로 작품을 다수 제작했는데, 이 연작은 허리를 굽혀 일하는 여성들, 바다에서 뭍으로 나오는 원경의 인물 등을 소재로 하고 구성 방식 또한 유사하다. 이국적인 소재를 주로 그려왔던 한봉호는 1981년 국내 개인전을 계기로 한국적인 주제에 관한 관심을 작품에 반영했다. 1980년대 중반에 제작된 이 작품 또한 한국의 어촌 풍경을 포착한 것이며, 특유의 빠른 붓 터치와 사실주의적인 표현이 두드러진다. ",1.0,19.jpg
20.0,한봉호 HAN Bongho,장미,연도미상,캔버스에 유화 물감,72.7×60.6,회화 II,10478.0,"한봉호(韓奉浩, 1921-2016)는 평안북도 의주 출생으로 일본으로 건너가 오랜 기간 일본 화단에서 활동하며, 1980년 일본 《제14회 현대미술전》에서 일본내각총리대신상, 1982년 《제15회 현대미술전》 최고상, 1991년 일본 이원전(二元展)에서는 일본문부대신상을 수상했다. 그는 국내보다는 유럽과 일본을 중심으로 활동했으며, 스페인 마드리드 등을 여행하고 제작한 플라멩코(flamenco) 춤을 추는 모습을 그린 ‘플라멩코’ 연작이 대표적이다. 그의 작품은 강렬한 필치, 표현주의적인 색채, 율동감이 두드러지는 특징을 보인다.

 <장미>는 탁상 위에 놓인 여러 기물과 화병에 꽂힌 장미를 묘사한 그림이다. 한봉호는 주로 순간을 포착하듯이 빠른 붓 터치와 강렬한 채색을 사용하여 이국적인 소재를 율동감 넘치게 표현한 회화로 대표되지만, 이 작품과 같이 정물이나 풍경 등을 그리기도 했다. 그러나 이 작품에서도 장미꽃, 화병, 유리잔, 탁상시계와 같은 정적인 소재에서 표현주의적인 기법의 묘사가 돋보인다. 물감의 채도를 조절하여 장미꽃과 이파리에 생동감을 부여하고, 배경에는 다채로운 색채로 명암을 표현해서 장미가 돋보이는 효과를 낸다. 작가는 빠른 붓 터치와 과감한 색채를 사용하여 장미에 대한 순간적인 인상을 작품에 담아냈다.

",1.0,20.jpg
